"ID";"Geslacht";"Leeftijd";"RegioS";"Perioden";"TotaalNieuwvormingen_8";"TotaalEndocrieneVoedingsStofwZ_32";"TotaalPsychischeStoornissen_35";"TotaalZiektenVanHartEnVaatstelsel_43";"TotaalZiektenVanDeKransvaten_44";"k_711AcuutHartinfarct_45";"k_712OverigeZiektenVanDeKransvaten_46";"k_72OverigeHartziekten_47";"TotaalZiektenVanDeAdemhalingsorganen_50";"k_81Griep_51";"k_82Longontsteking_52";"TotaalChronischeAandOndersteLucht_53";"k_831Astma_54";"k_832OvChronAandOndersteLuchtw_55";"k_84OverigeZiektenAdemhalingsorganen_56";"TotaalZiektenSpierenBeendBindwfsl_64";"k_111ReumatoideArtritisEnArtrose_65";"k_112OvZktnSpierenBeendBindwfsl_66"
"1071";"T001038";"10000";"CR20  ";"2023JJ00";"     605";"      53";"     178";"     530";"     110";"      61";"      49";"     179";"     185";"      10";"      46";"      98";"       1";"      97";"      31";"      16";"       6";"      10"
"1072";"T001038";"10000";"CR20  ";"2024JJ00";"     621";"      45";"     197";"     492";"      99";"      59";"      40";"     167";"     191";"       8";"      63";"      95";"       4";"      91";"      25";"      20";"       7";"      13"
"1099";"T001038";"10000";"CR21  ";"2022JJ00";"     659";"      40";"     234";"     559";"     126";"      85";"      41";"     174";"     185";"       7";"      55";"      95";"       0";"      95";"      28";"      21";"       8";"      13"
"1100";"T001038";"10000";"CR21  ";"2023JJ00";"     673";"      42";"     216";"     530";"     110";"      66";"      44";"     172";"     218";"      13";"      73";"     101";"       4";"      97";"      31";"      26";"       7";"      19"
"1101";"T001038";"10000";"CR21  ";"2024JJ00";"     662";"      48";"     249";"     510";"     114";"      74";"      40";"     167";"     205";"       7";"      64";"      97";"       4";"      93";"      37";"      32";"      10";"      22"
"1128";"T001038";"10000";"CR22  ";"2022JJ00";"     448";"      35";"     125";"     375";"      70";"      43";"      27";"     148";"     131";"      11";"      35";"      65";"       3";"      62";"      20";"      14";"       5";"       9"
"1129";"T001038";"10000";"CR22  ";"2023JJ00";"     417";"      52";"     108";"     399";"     102";"      63";"      39";"     125";"     129";"       5";"      42";"      65";"       3";"      62";"      17";"      19";"       4";"      15"
"1130";"T001038";"10000";"CR22  ";"2024JJ00";"     479";"      47";"     123";"     392";"     119";"      83";"      36";"     104";"     137";"       6";"      54";"      61";"       0";"      61";"      16";"      11";"       0";"      11"
"1157";"T001038";"10000";"CR23  ";"2022JJ00";"    2997";"     291";"     653";"    2290";"     562";"     336";"     226";"     708";"     813";"      51";"     195";"     425";"       6";"     419";"     142";"      85";"      27";"      58"
"1158";"T001038";"10000";"CR23  ";"2023JJ00";"    2929";"     272";"     726";"    2306";"     503";"     288";"     215";"     731";"     778";"      47";"     202";"     415";"       8";"     407";"     114";"     100";"      33";"      67"
"1159";"T001038";"10000";"CR23  ";"2024JJ00";"    2975";"     268";"     786";"    2133";"     512";"     350";"     162";"     686";"     823";"      37";"     254";"     415";"      14";"     401";"     117";"      83";"      34";"      49"
"1186";"T001038";"10000";"CR24  ";"2022JJ00";"     656";"      61";"     232";"     577";"     108";"      79";"      29";"     202";"     191";"       9";"      58";"     105";"       3";"     102";"      19";"      22";"       6";"      16"
"1187";"T001038";"10000";"CR24  ";"2023JJ00";"     687";"      55";"     239";"     623";"     126";"      92";"      34";"     246";"     217";"       7";"      90";"      99";"       4";"      95";"      21";"      28";"      12";"      16"
"1188";"T001038";"10000";"CR24  ";"2024JJ00";"     666";"      59";"     272";"     603";"     123";"      80";"      43";"     233";"     232";"      12";"      75";"     107";"       3";"     104";"      38";"      24";"       9";"      15"
"1215";"T001038";"10000";"CR25  ";"2022JJ00";"    1155";"      88";"     310";"     889";"     173";"     105";"      68";"     318";"     275";"       9";"      81";"     130";"       4";"     126";"      55";"      29";"      10";"      19"
"1216";"T001038";"10000";"CR25  ";"2023JJ00";"    1082";"      87";"     341";"     868";"     167";"     104";"      63";"     327";"     356";"      14";"     133";"     151";"       5";"     146";"      58";"      31";"       8";"      23"
"1217";"T001038";"10000";"CR25  ";"2024JJ00";"    1156";"      95";"     352";"     854";"     169";"      97";"      72";"     290";"     327";"      11";"     120";"     144";"       4";"     140";"      52";"      31";"      10";"      21"
"1244";"T001038";"10000";"CR26  ";"2022JJ00";"    2103";"     243";"     623";"    1691";"     370";"     201";"     169";"     597";"     675";"      37";"     196";"     353";"       6";"     347";"      89";"      74";"      28";"      46"
"1245";"T001038";"10000";"CR26  ";"2023JJ00";"    1958";"     197";"     617";"    1653";"     355";"     193";"     162";"     617";"     578";"      24";"     178";"     302";"      10";"     292";"      74";"      81";"      27";"      54"
"1246";"T001038";"10000";"CR26  ";"2024JJ00";"    1975";"     203";"     705";"    1603";"     340";"     174";"     166";"     576";"     685";"      52";"     179";"     351";"      12";"     339";"     103";"      84";"      38";"      46"
"1273";"T001038";"10000";"CR27  ";"2022JJ00";"     559";"      33";"     104";"     383";"      74";"      44";"      30";"     165";"     161";"       4";"      51";"      76";"       0";"      76";"      30";"      13";"       6";"       7"
"1274";"T001038";"10000";"CR27  ";"2023JJ00";"     513";"      39";"     137";"     395";"      77";"      50";"      27";"     137";"     152";"       4";"      51";"      71";"       3";"      68";"      26";"      16";"       6";"      10"
"1275";"T001038";"10000";"CR27  ";"2024JJ00";"     540";"      25";"     161";"     390";"      76";"      40";"      36";"     139";"     174";"      10";"      57";"      74";"       4";"      70";"      33";"      13";"       2";"      11"
"1302";"T001038";"10000";"CR28  ";"2022JJ00";"     902";"      69";"     201";"     696";"     155";"      91";"      64";"     249";"     239";"      13";"      72";"     104";"       2";"     102";"      50";"      32";"       3";"      29"
"1303";"T001038";"10000";"CR28  ";"2023JJ00";"     888";"      67";"     248";"     628";"     142";"      89";"      53";"     233";"     273";"      17";"      85";"     125";"       7";"     118";"      46";"      28";"      11";"      17"
"1304";"T001038";"10000";"CR28  ";"2024JJ00";"     845";"      55";"     230";"     639";"     137";"      83";"      54";"     229";"     259";"      18";"      93";"     102";"       0";"     102";"      46";"      30";"       8";"      22"
"1331";"T001038";"10000";"CR29  ";"2022JJ00";"    3802";"     329";"     964";"    2984";"     613";"     391";"     222";"    1108";"    1108";"      69";"     305";"     583";"      14";"     569";"     151";"      97";"      28";"      69"
"1332";"T001038";"10000";"CR29  ";"2023JJ00";"    3802";"     303";"    1099";"    2912";"     620";"     379";"     241";"    1064";"    1175";"      61";"     369";"     579";"      16";"     563";"     166";"      83";"      30";"      53"
"1333";"T001038";"10000";"CR29  ";"2024JJ00";"    3682";"     337";"    1194";"    2852";"     604";"     382";"     222";"    1041";"    1274";"      84";"     406";"     612";"      17";"     595";"     172";"      91";"      30";"      61"
"1360";"T001038";"10000";"CR30  ";"2022JJ00";"     930";"      72";"     279";"     773";"     171";"     100";"      71";"     267";"     286";"      21";"      77";"     143";"       5";"     138";"      45";"      30";"      10";"      20"
"1361";"T001038";"10000";"CR30  ";"2023JJ00";"    1005";"      82";"     330";"     728";"     141";"      89";"      52";"     276";"     300";"      18";"     101";"     140";"       8";"     132";"      41";"      31";"       5";"      26"
"1362";"T001038";"10000";"CR30  ";"2024JJ00";"     996";"      65";"     346";"     766";"     154";"      93";"      61";"     279";"     286";"      18";"      91";"     138";"       8";"     130";"      39";"      25";"       7";"      18"
"1389";"T001038";"10000";"CR31  ";"2022JJ00";"     376";"      31";"     107";"     361";"      68";"      39";"      29";"     163";"      94";"       6";"      24";"      48";"       1";"      47";"      16";"       7";"       1";"       6"
"1390";"T001038";"10000";"CR31  ";"2023JJ00";"     387";"      30";"     110";"     334";"      68";"      46";"      22";"     127";"     108";"       8";"      32";"      51";"       5";"      46";"      17";"       6";"       2";"       4"
"1391";"T001038";"10000";"CR31  ";"2024JJ00";"     340";"      28";"     120";"     313";"      71";"      41";"      30";"     141";"      93";"       0";"      25";"      55";"       3";"      52";"      13";"       7";"       2";"       5"
"1418";"T001038";"10000";"CR32  ";"2022JJ00";"     843";"      68";"     247";"     696";"     151";"      86";"      65";"     265";"     182";"       4";"      59";"      87";"       9";"      78";"      32";"      17";"       4";"      13"
"1419";"T001038";"10000";"CR32  ";"2023JJ00";"     856";"      81";"     261";"     693";"     145";"      98";"      47";"     255";"     199";"      11";"      70";"      97";"       6";"      91";"      21";"      16";"       9";"       7"
"1420";"T001038";"10000";"CR32  ";"2024JJ00";"     877";"      55";"     261";"     749";"     148";"      93";"      55";"     284";"     259";"      16";"      86";"     114";"       2";"     112";"      43";"      17";"       7";"      10"
"1447";"T001038";"10000";"CR33  ";"2022JJ00";"    1862";"     132";"     511";"    1529";"     293";"     183";"     110";"     597";"     537";"      21";"     147";"     298";"       6";"     292";"      71";"      45";"      15";"      30"
"1448";"T001038";"10000";"CR33  ";"2023JJ00";"    1895";"     128";"     604";"    1575";"     321";"     214";"     107";"     575";"     536";"      18";"     151";"     272";"       4";"     268";"      95";"      44";"      18";"      26"
"1449";"T001038";"10000";"CR33  ";"2024JJ00";"    1900";"     119";"     666";"    1576";"     323";"     206";"     117";"     558";"     603";"      30";"     189";"     299";"      13";"     286";"      85";"      50";"      16";"      34"
"1476";"T001038";"10000";"CR34  ";"2022JJ00";"    1453";"      93";"     356";"    1159";"     243";"     152";"      91";"     433";"     394";"      22";"      88";"     220";"       2";"     218";"      64";"      35";"       9";"      26"
"1477";"T001038";"10000";"CR34  ";"2023JJ00";"    1369";"      99";"     376";"    1186";"     275";"     171";"     104";"     374";"     378";"      17";"      96";"     213";"       6";"     207";"      52";"      31";"       9";"      22"
"1478";"T001038";"10000";"CR34  ";"2024JJ00";"    1372";"      92";"     383";"    1079";"     232";"     139";"      93";"     360";"     447";"      33";"     146";"     208";"       5";"     203";"      60";"      41";"      13";"      28"
"1505";"T001038";"10000";"CR35  ";"2022JJ00";"    1927";"     137";"     542";"    1517";"     290";"     165";"     125";"     552";"     517";"      15";"     138";"     282";"       4";"     278";"      82";"      53";"      17";"      36"
"1506";"T001038";"10000";"CR35  ";"2023JJ00";"    1928";"     124";"     620";"    1596";"     315";"     180";"     135";"     586";"     580";"      22";"     175";"     290";"       6";"     284";"      93";"      56";"      16";"      40"
"1507";"T001038";"10000";"CR35  ";"2024JJ00";"    1884";"     128";"     549";"    1452";"     287";"     169";"     118";"     524";"     615";"      36";"     191";"     302";"       4";"     298";"      86";"      61";"      20";"      41"
"1534";"T001038";"10000";"CR36  ";"2022JJ00";"    2119";"     139";"     595";"    1720";"     393";"     255";"     138";"     608";"     582";"      18";"     172";"     316";"       4";"     312";"      76";"      59";"      18";"      41"
"1535";"T001038";"10000";"CR36  ";"2023JJ00";"    2120";"     150";"     693";"    1814";"     326";"     205";"     121";"     665";"     684";"      33";"     196";"     348";"       8";"     340";"     107";"      43";"      14";"      29"
"1536";"T001038";"10000";"CR36  ";"2024JJ00";"    2052";"     135";"     690";"    1778";"     337";"     204";"     133";"     652";"     703";"      34";"     208";"     361";"      11";"     350";"     100";"      61";"      18";"      43"
"1563";"T001038";"10000";"CR37  ";"2022JJ00";"     816";"      59";"     201";"     676";"     130";"      75";"      55";"     224";"     252";"       5";"      71";"     137";"       2";"     135";"      39";"      30";"      11";"      19"
"1564";"T001038";"10000";"CR37  ";"2023JJ00";"     877";"      57";"     231";"     648";"     121";"      72";"      49";"     240";"     292";"      15";"      80";"     169";"       2";"     167";"      28";"      20";"       6";"      14"
"1565";"T001038";"10000";"CR37  ";"2024JJ00";"     847";"      57";"     285";"     713";"     133";"      74";"      59";"     234";"     276";"      22";"      92";"     119";"       3";"     116";"      43";"      16";"       5";"      11"
"1592";"T001038";"10000";"CR38  ";"2022JJ00";"     765";"      53";"     238";"     691";"     154";"      96";"      58";"     246";"     229";"       9";"      62";"     127";"       1";"     126";"      31";"      17";"       4";"      13"
"1593";"T001038";"10000";"CR38  ";"2023JJ00";"     769";"      52";"     225";"     694";"     160";"      97";"      63";"     237";"     243";"      10";"      80";"     119";"       2";"     117";"      34";"      25";"       8";"      17"
"1594";"T001038";"10000";"CR38  ";"2024JJ00";"     792";"      37";"     260";"     706";"     127";"      77";"      50";"     274";"     258";"      14";"      82";"     122";"       1";"     121";"      40";"      25";"      11";"      14"
"1621";"T001038";"10000";"CR39  ";"2022JJ00";"    1981";"     178";"     627";"    1823";"     397";"     245";"     152";"     715";"     618";"       7";"     161";"     353";"       6";"     347";"      97";"      49";"      15";"      34"
"1622";"T001038";"10000";"CR39  ";"2023JJ00";"    2049";"     169";"     674";"    1820";"     351";"     204";"     147";"     711";"     753";"      35";"     234";"     370";"       8";"     362";"     114";"      56";"      20";"      36"
"1623";"T001038";"10000";"CR39  ";"2024JJ00";"    2054";"     139";"     691";"    1762";"     318";"     186";"     132";"     701";"     854";"      32";"     299";"     407";"       5";"     402";"     116";"      48";"      11";"      37"
"1650";"T001038";"10000";"CR40  ";"2022JJ00";"     867";"      74";"     144";"     640";"     151";"      99";"      52";"     198";"     217";"      13";"      42";"     140";"       0";"     140";"      22";"      18";"       7";"      11"
"1651";"T001038";"10000";"CR40  ";"2023JJ00";"     900";"      87";"     196";"     639";"     155";"     107";"      48";"     220";"     210";"      14";"      49";"     112";"       4";"     108";"      35";"      23";"       8";"      15"
"1652";"T001038";"10000";"CR40  ";"2024JJ00";"     910";"      75";"     185";"     675";"     158";"      97";"      61";"     203";"     273";"      16";"      81";"     146";"       9";"     137";"      30";"      17";"       2";"      15"
"1679";"T001038";"10000";"GM0034";"2022JJ00";"     366";"      28";"      66";"     251";"      63";"      46";"      17";"      81";"     112";"       6";"      23";"      73";"       0";"      73";"      10";"       6";"       3";"       3"
"1680";"T001038";"10000";"GM0034";"2023JJ00";"     408";"      27";"      67";"     267";"      69";"      52";"      17";"      82";"      97";"       9";"      22";"      51";"       2";"      49";"      15";"       9";"       3";"       6"
"1681";"T001038";"10000";"GM0034";"2024JJ00";"     379";"      30";"      60";"     271";"      65";"      42";"      23";"      77";"     112";"       3";"      41";"      53";"       3";"      50";"      15";"      10";"       1";"       9"
"1708";"T001038";"10000";"GM0307";"2022JJ00";"     334";"      28";"      94";"     287";"      62";"      34";"      28";"     105";"      94";"       9";"      25";"      46";"       1";"      45";"      14";"      12";"       2";"      10"
"1709";"T001038";"10000";"GM0307";"2023JJ00";"     305";"      27";"      97";"     255";"      60";"      42";"      18";"      83";"      91";"       2";"      25";"      55";"       1";"      54";"       9";"      12";"       7";"       5"
"1710";"T001038";"10000";"GM0307";"2024JJ00";"     315";"      30";"     105";"     280";"      66";"      36";"      30";"      86";"     111";"       5";"      38";"      52";"       4";"      48";"      16";"       5";"       3";"       2"
"1737";"T001038";"10000";"GM0363";"2022JJ00";"    1643";"     185";"     352";"    1212";"     307";"     183";"     124";"     363";"     490";"      28";"     121";"     261";"       4";"     257";"      80";"      48";"      16";"      32"
"1738";"T001038";"10000";"GM0363";"2023JJ00";"    1610";"     172";"     395";"    1246";"     288";"     162";"     126";"     373";"     454";"      27";"     108";"     256";"       3";"     253";"      63";"      57";"      18";"      39"
"1739";"T001038";"10000";"GM0363";"2024JJ00";"    1697";"     183";"     434";"    1170";"     280";"     198";"      82";"     385";"     500";"      27";"     156";"     249";"       6";"     243";"      68";"      35";"      12";"      23"
"1766";"T001038";"10000";"GM0200";"2022JJ00";"     482";"      45";"     129";"     432";"      83";"      50";"      33";"     142";"     148";"       5";"      37";"      86";"       5";"      81";"      20";"      13";"       5";"       8"
"1767";"T001038";"10000";"GM0200";"2023JJ00";"     540";"      37";"     161";"     392";"      91";"      53";"      38";"     120";"     155";"       3";"      59";"      68";"       1";"      67";"      25";"      14";"       4";"      10"
"1768";"T001038";"10000";"GM0200";"2024JJ00";"     449";"      40";"     168";"     440";"      94";"      58";"      36";"     152";"     196";"      14";"      51";"     106";"       4";"     102";"      25";"      17";"       5";"      12"
"1795";"T001038";"10000";"GM0202";"2022JJ00";"     380";"      46";"     142";"     321";"      84";"      49";"      35";"     100";"     130";"       6";"      37";"      73";"       2";"      71";"      14";"      14";"       7";"       7"
